pmm,smm,vmm,exclude,deceased,first_name,nick_name,last_name,organization_name,total_donations,total_pledge,largest_gift,largest_gift_appeal,first_gift_date,last_gift_date,last_gift_amount,last_gift_request,last_gift_appeal,address_line1,address_line2,city,contact_phone_type,phone_restrictions,email_restrictions,communication_restrictions,subscription_events_in_person,subscription_events_magazine,communication_preference
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Carlos,,??,,0,0,0,Appeal3,0,0,0,1713117131,Appeal1,555 Hickory Drive,Unit 777,Richmond,Home,No Surveys,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Magazine
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Fatima,,Silva,,0,218398,0,Appeal2,0,0,0,1719073773,Appeal2,222 Sycamore Lane,Unit 999,Langley,Home,No Mass Communications,No Mass Appeals,,Opt-out,Opt-out,Newsletter
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Hiroshi,,Öztürk,,0,174488,0,Appeal3,0,0,0,1711229774,Appeal1,909 Aspenwood Way,Unit 454,New Westminster,Work,,No Mass Communications,No Surveys,Opt-out,Opt-out,Research update
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Hassan,,Silva,,690402,430524,277511,Appeal2,1634924575,957419894,301953,1738416358,Appeal3,888 Sequoia Circle,Unit 777,New Westminster,Mobile,,,No Surveys,Opt-out,Opt-in,Inspiration event
Gurtrude Schmidt,John Doe,Chao Nguyen,yes,no,Peter,,Ivanov,,558022,354621,361870,Appeal3,1586387289,924638761,17449,1713731873,Appeal1,333 Magnolia Boulevard,Apt 909,Victoria,Home,No Surveys,Do Not Email,,Opt-out,Opt-out,
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Leila,Darling,??,,860970,27645,508099,Appeal2,1650736979,1525985859,233976,1732676003,Appeal1,111 Poplar Avenue,Unit 808,Kamloops,Mobile,No Mass Communications,,No Mass Appeals,Opt-in,Opt-out,Newsletter
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Hassan,,López,,0,0,0,Appeal1,0,0,0,1720544341,Appeal2,101 Birch Boulevard,Apt 666,Saanich,Mobile,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Thank you
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Jane,,Gupta,,0,395940,0,Appeal1,0,0,0,1710543719,Appeal3,898 Willowwood Road,Apt 666,Salmon Arm,Work,Do Not Call,No Surveys,No Surveys,Opt-out,Opt-out,Appeal
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Rajesh,,Nguyen,Frobozz Magic Co.,0,325623,0,Appeal1,0,0,0,1729887138,Appeal2,565 Cedarwood Boulevard,Apt 101,Port Coquitlam,Mobile,,,No Surveys,Opt-out,Opt-out,Thank you
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Mei,,Cohen,,521874,875184,18549,Appeal3,1719170737,462293705,119180,1720054934,Appeal1,1313 Poplarwood Street,Apt 888,New Westminster,Work,No Mass Appeals,No Surveys,No Mass Appeals,Opt-in,Opt-out,Holiday Card
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Yuki,,??,,0,0,0,Appeal1,0,0,0,1716137889,Appeal3,666 Juniper Road,,North Vancouver,Mobile,Do Not Call,,,Opt-in,Opt-in,Newsletter
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Juan,,??,,549160,733780,538576,Appeal3,1685944351,1071298290,211830,1731712977,Appeal3,1818 Juniperwood Drive,,White Rock,Home,Do Not Call,,No Mass Appeals,Opt-out,Opt-out,Inspiration event
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,John,,??????,,196714,629715,147958,Appeal2,1731230554,1418333407,2753,1724604868,Appeal3,909 Fir Street,Apt 666,Saanich,Home,Do Not Call,Do Not Email,Do Not Email,Opt-out,Opt-out,Thank you
Peter Smith,Jane Doe,Sven Müller,no,no,John,,Gupta,,255673,585839,26531,Appeal1,1582691121,1609840970,40826,1728738290,Appeal2,707 Redwood Terrace,Apt 444,Nanaimo,Work,No Surveys,No Mass Appeals,,Opt-in,Opt-in,Survey
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Bob,,López,Widgets R Us,0,848901,0,Appeal2,0,0,0,1733629965,Appeal1,1616 Dogwoodwood Boulevard,,White Rock,Home,,No Mass Communications,No Surveys,Opt-out,Opt-out,Event
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Dimitri,,Gupta,,0,721146,0,Appeal3,0,0,0,1727030787,Appeal1,303 Elm Drive,Unit 454,West Vancouver,Home,No Surveys,,No Mass Communications,Opt-in,Opt-out,Survey
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Olga,,?,Whatchamacallit Corp.,184160,85891,179594,Appeal1,1667758489,368905068,4796,1724790611,Appeal3,232 Oakwood Street,Apt 343,Port Coquitlam,Home,No Mass Appeals,,No Surveys,Opt-out,Opt-out,Event
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,Sven,,Öztürk,,0,396240,0,Appeal2,0,0,0,1725537627,Appeal1,565 Cedarwood Boulevard,,Saanich,Mobile,,No Mass Appeals,No Mass Appeals,Opt-out,Opt-in,Thank you
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Ahmed,Pumpkin,Nguyen,,0,92806,0,Appeal3,0,0,0,1731899759,Appeal3,565 Cedarwood Boulevard,Apt 222,Maple Ridge,Work,,No Mass Communications,Do Not Email,Opt-out,Opt-in,Survey
Peter Smith,Jane Doe,Sven Müller,no,no,Bob,,Kumar,,0,693265,0,Appeal1,0,0,0,1738776298,Appeal1,1818 Juniperwood Drive,,Campbell River,Mobile,No Mass Appeals,No Surveys,No Mass Communications,Opt-in,Opt-in,Holiday Card
Peter Smith,Jane Doe,Sven Müller,no,no,Leila,,Chen,Nonsense Enterprises,171678,900882,86820,Appeal2,1663731651,943690645,3848,1736461056,Appeal3,888 Sequoia Circle,Unit 232,Saanich,Work,Do Not Call,Do Not Email,No Mass Appeals,Opt-in,Opt-in,Magazine
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Priya,,Müller,,108193,245120,87442,Appeal3,1671044840,1352898598,6980,1725840265,Appeal3,121 Maplewood Place,Unit 606,Burnaby,Mobile,No Mass Appeals,Do Not Email,Do Not Email,Opt-in,Opt-in,Inspiration event
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Zainab,,González,,0,846730,0,Appeal3,0,0,0,1739520165,Appeal2,1515 Magnoliawood Lane,Apt 565,Prince George,Home,,No Mass Communications,,Opt-out,Opt-out,Magazine
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Fatima,,Smith,,0,856699,0,Appeal1,0,0,0,1714661874,Appeal3,555 Hickory Drive,,Courtenay,Work,No Mass Appeals,Do Not Email,No Mass Appeals,Opt-out,Opt-out,Survey
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Bob,,??????,,290880,458739,138712,Appeal1,1726566336,789899739,78892,1731777882,Appeal2,787 Sprucewood Drive,,Prince George,Work,No Mass Appeals,,No Surveys,Opt-in,Opt-out,Newsletter
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Sven,,Gupta,,0,0,0,Appeal2,0,0,0,1710520058,Appeal3,666 Juniper Road,Unit 454,Saanich,Home,No Mass Appeals,No Surveys,Do Not Email,Opt-in,Opt-in,Inspiration event
Peter Smith,Jane Doe,Chao Nguyen,no,no,Fatima,,Kim,,0,907586,0,Appeal2,0,0,0,1734004975,Appeal1,303 Elm Drive,Apt 909,Courtenay,Mobile,No Surveys,No Mass Appeals,Do Not Email,Opt-in,Opt-in,Survey
Peter Smith,John Doe,Sven Müller,no,no,Maria,,Lee,,240668,291411,16619,Appeal2,1621871258,989618787,150063,1717624323,Appeal3,1919 Laurelwood Road,,Courtenay,Mobile,,,No Mass Appeals,Opt-out,Opt-out,Survey
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Jane,Buddy,Smith,,951766,107261,609490,Appeal1,1597180350,1560715914,45849,1731251269,Appeal3,404 Spruce Road,Apt 101,Delta,Work,,No Surveys,Do Not Email,Opt-in,Opt-in,Thank you
Gurtrude Schmidt,John Doe,Sven Müller,yes,no,Olga,Darling,Nakamura,,0,0,0,Appeal2,0,0,0,1721611902,Appeal3,111 Poplar Avenue,,Saanich,Home,,No Mass Appeals,No Surveys,Opt-out,Opt-in,Event
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Ahmed,,??,,891751,456779,172799,Appeal2,1690037038,714003749,337542,1725067030,Appeal1,343 Pinewood Avenue,Apt 909,Langley,Work,,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Survey
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Alice,,?,,0,602000,0,Appeal2,0,0,0,1735416731,Appeal2,606 Aspen Circle,Unit 404,Kamloops,Mobile,No Mass Appeals,No Mass Communications,No Mass Communications,Opt-out,Opt-out,
Peter Smith,Jane Doe,Chao Nguyen,no,no,Hiroshi,,Chen,,0,620076,0,Appeal1,0,0,0,1719073886,Appeal2,121 Maplewood Place,Apt 707,Parksville,Mobile,No Surveys,,No Mass Communications,Opt-out,Opt-out,Holiday Card
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Amina,,Singh,,878431,618998,99452,Appeal3,1673737921,36372711,567353,1711969334,Appeal2,222 Sycamore Lane,Unit 676,Courtenay,Home,No Mass Communications,No Surveys,No Mass Appeals,Opt-in,Opt-out,Research update
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Alice,,Silva,,0,386233,0,Appeal3,0,0,0,1722966411,Appeal2,1111 Cypresswood Terrace,Apt 666,Abbotsford,Work,No Mass Communications,No Mass Communications,No Mass Communications,Opt-out,Opt-out,Newsletter
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Jane,Buddy,González,,742009,462052,436906,Appeal1,1593253876,874753342,36036,1730546228,Appeal3,808 Cypress Place,Unit 676,Kelowna,Work,Do Not Call,,No Surveys,Opt-in,Opt-out,Thank you
Peter Smith,John Doe,Sven Müller,no,no,Maria,Snookums,Kim,,174770,729781,103931,Appeal2,1727122950,326798254,132530,1738175129,Appeal3,1010 Redwoodwood Circle,Apt 505,Nanaimo,Home,No Surveys,,,Opt-in,Opt-out,Magazine
Parvati Patel,Bob Brown,Priya Gupta,no,no,Hassan,,González,,0,869905,0,Appeal2,0,0,0,1731853646,Appeal3,1818 Juniperwood Drive,,Richmond,Home,,No Mass Appeals,No Mass Appeals,Opt-in,Opt-in,Appeal
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Hassan,,?,,811505,673733,646536,Appeal1,1692649196,1550869369,211565,1731874848,Appeal3,606 Aspen Circle,,Delta,Mobile,No Mass Communications,No Surveys,,Opt-in,Opt-out,Holiday Card
Parvati Patel,Alice Smith,Priya Gupta,no,no,Alice,,?,,913660,740625,546542,Appeal2,1725885469,644033895,250529,1729627457,Appeal3,505 Willow Way,Apt 787,Port Coquitlam,Work,No Surveys,No Mass Communications,No Mass Communications,Opt-in,Opt-in,Holiday Card
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Ingrid,,Öztürk,,0,119229,0,Appeal2,0,0,0,1734840550,Appeal1,1616 Dogwoodwood Boulevard,Unit 202,Williams Lake,Work,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-out,Opt-out,Thank you
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Sergei,,Williams,,41082,0,4067,Appeal2,1607591691,692412573,16782,1718753393,Appeal3,565 Cedarwood Boulevard,Unit 676,White Rock,Work,No Mass Appeals,No Mass Communications,Do Not Email,Opt-in,Opt-in,Survey
Peter Smith,Jane Doe,Chao Nguyen,no,no,Sven,,Cohen,,811408,848921,543935,Appeal3,1719241710,220386255,490996,1738647132,Appeal2,1717 Hickorywood Court,Unit 111,Courtenay,Work,Do Not Call,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Thank you
Peter Smith,Jane Doe,Sven Müller,yes,no,Sven,,Öztürk,,0,911770,0,Appeal3,0,0,0,1718211975,Appeal3,666 Juniper Road,Unit 202,Nanaimo,Mobile,No Surveys,Do Not Email,No Mass Appeals,Opt-in,Opt-in,Magazine
Peter Smith,John Doe,Sven Müller,no,no,Jane,,López,Snicker Supplies,926141,14614,729482,Appeal2,1585066623,1365721199,388408,1737024506,Appeal2,909 Aspenwood Way,,Parksville,Work,,No Mass Communications,No Mass Communications,Opt-out,Opt-out,Survey
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Mei,,Silva,Mirthful Manufacturing,407754,856416,213222,Appeal2,1739319278,626602611,133618,1734721102,Appeal2,1616 Dogwoodwood Boulevard,,Langley,Home,Do Not Call,Do Not Email,Do Not Email,Opt-out,Opt-out,Holiday Card
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Ingrid,,?,,0,241987,0,Appeal2,0,0,0,1710898231,Appeal3,202 Cedar Court,Unit 999,North Vancouver,Home,No Mass Communications,No Mass Communications,,Opt-in,Opt-out,Newsletter
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Jane,,López,,0,37671,0,Appeal3,0,0,0,1716726422,Appeal3,343 Pinewood Avenue,Apt 222,West Vancouver,Mobile,,,No Surveys,Opt-in,Opt-out,Inspiration event
Peter Smith,Jane Doe,Sven Müller,yes,no,Peter,Love,Kumar,,810068,0,675869,Appeal1,1643743639,1451914524,105990,1731386878,Appeal3,666 Juniper Road,,Parksville,Home,No Mass Appeals,,No Mass Appeals,Opt-in,Opt-in,Thank you
Peter Smith,Jane Doe,Sven Müller,yes,no,Chao,,??????,,160749,376831,93290,Appeal3,1706306585,1690240002,110078,1739384117,Appeal3,1313 Poplarwood Street,,Victoria,Work,No Mass Appeals,No Mass Communications,Do Not Email,Opt-out,Opt-in,Appeal
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Hassan,,Nakamura,,601921,77937,450075,Appeal1,1678110792,1573159937,128630,1722823062,Appeal2,454 Birchwood Lane,Unit 333,Courtenay,Home,No Mass Communications,,Do Not Email,Opt-in,Opt-out,Survey
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Zainab,,??????,,734262,792377,183904,Appeal3,1677551516,516294400,190411,1716290632,Appeal2,202 Cedar Court,,Coquitlam,Work,No Surveys,No Mass Appeals,Do Not Email,Opt-in,Opt-out,Inspiration event
Peter Smith,John Doe,Chao Nguyen,no,no,Jane,,Lee,Giggle Goods,0,490732,0,Appeal2,0,0,0,1727748546,Appeal3,303 Elm Drive,Apt 343,Victoria,Mobile,No Mass Appeals,No Surveys,No Mass Appeals,Opt-out,Opt-in,Magazine
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Mei,Champ,Silva,,820134,0,579087,Appeal1,1736227898,1447927520,521076,1717489223,Appeal3,1212 Firwood Place,Unit 808,West Vancouver,Mobile,,No Mass Communications,No Mass Communications,Opt-out,Opt-out,Newsletter
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Jane,,Singh,,166255,904145,46651,Appeal2,1606764546,635251828,132592,1726586032,Appeal2,1717 Hickorywood Court,Unit 555,New Westminster,Home,No Surveys,No Mass Communications,No Mass Communications,Opt-in,Opt-in,
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Peter,,?,,0,430155,0,Appeal3,0,0,0,1715975919,Appeal1,898 Willowwood Road,Apt 303,New Westminster,Work,No Surveys,No Mass Appeals,,Opt-out,Opt-out,Event
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,John,,Öztürk,,633150,652330,97354,Appeal2,1635163024,1315721927,333901,1724928924,Appeal2,343 Pinewood Avenue,Unit 333,Kelowna,Home,No Surveys,No Mass Appeals,No Mass Communications,Opt-in,Opt-in,Magazine
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Leila,,Smith,Nonsense Enterprises,0,686154,0,Appeal3,0,0,0,1715754105,Appeal2,1919 Laurelwood Road,Apt 565,Surrey,Mobile,No Mass Appeals,No Mass Communications,No Surveys,Opt-out,Opt-in,Survey
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Zainab,,Cohen,,660622,996115,603043,Appeal1,1613100388,532751173,221328,1714326486,Appeal2,303 Elm Drive,,Richmond,Work,,Do Not Email,No Mass Communications,Opt-in,Opt-in,
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Sergei,Doll,Brown,,563998,609231,207845,Appeal1,1661861631,1098557098,37861,1732569543,Appeal1,121 Maplewood Place,Apt 787,Williams Lake,Mobile,No Mass Appeals,No Mass Appeals,No Mass Appeals,Opt-in,Opt-out,Inspiration event
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Chao,,Smith,,0,671919,0,Appeal2,0,0,0,1737629750,Appeal1,898 Willowwood Road,Apt 505,Surrey,Mobile,,No Mass Appeals,No Mass Communications,Opt-out,Opt-in,Thank you
Parvati Patel,Bob Brown,Priya Gupta,no,no,Dimitri,,Chen,,745825,351966,318127,Appeal1,1675541694,430953795,138444,1719639634,Appeal1,1212 Firwood Place,Unit 777,Coquitlam,Mobile,,No Surveys,,Opt-in,Opt-out,
Parvati Patel,Bob Brown,Olga Smirnov,no,no,John,Babe,García,,168462,863305,39995,Appeal3,1723142067,889311246,102340,1729262452,Appeal1,222 Sycamore Lane,Apt 303,Surrey,Work,No Mass Appeals,Do Not Email,,Opt-out,Opt-in,Newsletter
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,John,,Kim,,676763,49390,44303,Appeal2,1669094955,1362352405,242861,1728298716,Appeal3,676 Elmwood Court,Apt 101,Langley,Home,Do Not Call,,,Opt-out,Opt-out,
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Mei,Snookums,García,,149308,807476,49133,Appeal1,1692725320,1608178002,74629,1724827339,Appeal3,808 Cypress Place,Apt 505,Richmond,Home,No Mass Communications,Do Not Email,No Mass Communications,Opt-in,Opt-out,Research update
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,Juan,,Smirnov,,985150,0,502580,Appeal1,1583265839,1638773041,75499,1736908718,Appeal2,1212 Firwood Place,Apt 888,West Vancouver,Home,Do Not Call,,No Mass Appeals,Opt-in,Opt-in,Thank you
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Mei,,?,,0,0,0,Appeal2,0,0,0,1735642239,Appeal1,303 Elm Drive,Apt 444,Delta,Work,No Mass Communications,No Surveys,Do Not Email,Opt-out,Opt-in,Holiday Card
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Olga,,Chen,Snicker Supplies,675731,148681,362318,Appeal2,1637623859,1031839739,1659,1720580332,Appeal2,1313 Poplarwood Street,Unit 202,Vancouver,Home,No Mass Communications,No Mass Appeals,,Opt-in,Opt-in,
Peter Smith,Jane Doe,Chao Nguyen,no,no,Yuki,,Silva,,295926,538201,165997,Appeal2,1738644216,1671019263,10234,1719241270,Appeal1,1515 Magnoliawood Lane,Apt 121,Saanich,Work,No Mass Appeals,No Mass Communications,No Mass Communications,Opt-out,Opt-out,Research update
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Olga,,Jones,,0,5514,0,Appeal1,0,0,0,1737707144,Appeal2,505 Willow Way,Unit 606,West Vancouver,Work,No Mass Communications,Do Not Email,Do Not Email,Opt-out,Opt-in,
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Hassan,,??,,787852,68772,206234,Appeal1,1660516900,925063623,28484,1712181462,Appeal1,787 Sprucewood Drive,Apt 343,New Westminster,Mobile,,No Mass Appeals,No Surveys,Opt-out,Opt-out,Research update
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Amina,Darling,Hernández,,0,0,0,Appeal3,0,0,0,1712707596,Appeal2,1616 Dogwoodwood Boulevard,,Vernon,Home,Do Not Call,No Mass Appeals,No Surveys,Opt-in,Opt-in,Magazine
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Alice,,Müller,,0,0,0,Appeal3,0,0,0,1714156298,Appeal3,676 Elmwood Court,Unit 454,White Rock,Work,No Surveys,,,Opt-out,Opt-out,Appeal
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Ingrid,Champ,?,,890502,0,407696,Appeal3,1584941895,541931748,169594,1720269897,Appeal2,707 Redwood Terrace,Unit 808,Burnaby,Work,,Do Not Email,,Opt-out,Opt-in,Appeal
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Jane,Sweetie,Nguyen,,0,73909,0,Appeal3,0,0,0,1717202701,Appeal2,565 Cedarwood Boulevard,Apt 909,Nanaimo,Work,,,No Surveys,Opt-in,Opt-out,Survey
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Maria,Angel,Smirnov,,134916,159480,27775,Appeal3,1674019284,29429390,41524,1738300591,Appeal1,1515 Magnoliawood Lane,,Williams Lake,Home,No Mass Communications,Do Not Email,,Opt-in,Opt-out,Research update
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Ahmed,Love,González,,627124,700290,248632,Appeal3,1641978454,748425287,67816,1716308733,Appeal3,666 Juniper Road,Unit 555,Courtenay,Mobile,No Mass Appeals,,No Mass Communications,Opt-out,Opt-out,Inspiration event
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Yuki,,??????,,954518,535131,391804,Appeal3,1719882383,1313639213,26367,1734568821,Appeal3,1010 Redwoodwood Circle,Apt 909,Langley,Mobile,,No Mass Communications,Do Not Email,Opt-in,Opt-in,Survey
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Ingrid,Champ,Hernández,,0,735535,0,Appeal1,0,0,0,1712607283,Appeal2,1717 Hickorywood Court,Unit 676,North Vancouver,Work,No Surveys,,,Opt-out,Opt-out,Survey
Peter Smith,John Doe,Sven Müller,yes,no,Carlos,,Singh,,315356,964654,95259,Appeal3,1662918295,1026288588,119370,1731113835,Appeal1,707 Redwood Terrace,,Parksville,Work,No Mass Communications,No Surveys,,Opt-in,Opt-out,Survey
Peter Smith,John Doe,Chao Nguyen,no,no,Maria,,Hernández,,778162,0,384485,Appeal3,1626342216,1236446123,38328,1718263142,Appeal2,1818 Juniperwood Drive,Apt 909,Parksville,Work,No Mass Communications,No Mass Appeals,No Surveys,Opt-in,Opt-out,Appeal
Gurtrude Schmidt,John Doe,Sven Müller,yes,no,Yuki,Sugar,?,,0,562041,0,Appeal3,0,0,0,1710883790,Appeal3,1414 Sycamorewood Avenue,Unit 111,Nanaimo,Mobile,,Do Not Email,,Opt-out,Opt-out,Survey
Gurtrude Schmidt,John Doe,Sven Müller,yes,no,Zainab,,Öztürk,,0,296755,0,Appeal1,0,0,0,1715921589,Appeal1,202 Cedar Court,,Courtenay,Mobile,,No Mass Communications,No Mass Communications,Opt-in,Opt-out,Newsletter
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Chao,Pumpkin,Gupta,,0,141174,0,Appeal3,0,0,0,1724227445,Appeal2,303 Elm Drive,,White Rock,Work,No Mass Appeals,No Mass Communications,,Opt-in,Opt-out,Inspiration event
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Ingrid,Sweetheart,Gupta,,0,397788,0,Appeal1,0,0,0,1726383004,Appeal1,1414 Sycamorewood Avenue,Apt 222,Port Coquitlam,Home,Do Not Call,Do Not Email,No Mass Appeals,Opt-out,Opt-out,Holiday Card
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Maria,Sunshine,Kim,,0,891382,0,Appeal3,0,0,0,1724593802,Appeal3,1818 Juniperwood Drive,Unit 404,North Vancouver,Home,Do Not Call,No Surveys,No Mass Communications,Opt-out,Opt-out,Inspiration event
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Sergei,,Müller,Acme Anvils Inc.,0,0,0,Appeal2,0,0,0,1724226225,Appeal3,909 Aspenwood Way,,Vancouver,Mobile,No Mass Communications,No Mass Appeals,,Opt-in,Opt-in,Thank you
Peter Smith,Jane Doe,Sven Müller,no,no,Hassan,,Jones,Quirky Quacks,941416,579989,251319,Appeal2,1709829772,972664606,52809,1718242653,Appeal1,343 Pinewood Avenue,Unit 202,Nanaimo,Mobile,No Surveys,,Do Not Email,Opt-in,Opt-in,
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Maria,,Lee,,566795,4741,522594,Appeal3,1719943905,1621015320,160012,1737331300,Appeal3,555 Hickory Drive,Apt 444,Surrey,Home,,No Mass Appeals,No Mass Communications,Opt-out,Opt-in,Survey
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Mei,,??,,0,31231,0,Appeal2,0,0,0,1738725421,Appeal2,303 Elm Drive,Apt 343,North Vancouver,Home,Do Not Call,No Mass Appeals,Do Not Email,Opt-out,Opt-out,
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Zainab,,Kim,,452563,1714,97120,Appeal1,1625880676,408972796,150524,1726827037,Appeal1,777 Laurel Way,Apt 505,Victoria,Home,No Mass Appeals,Do Not Email,Do Not Email,Opt-out,Opt-in,Inspiration event
Gurtrude Schmidt,John Doe,Sven Müller,no,yes,Olga,,Öztürk,,968277,721322,296441,Appeal2,1690929060,149367343,148591,1736528405,Appeal2,333 Magnolia Boulevard,Unit 404,Nanaimo,Mobile,,,,Opt-out,Opt-in,Event
Parvati Patel,Alice Smith,Priya Gupta,no,no,Ahmed,Cutie,Cohen,,247881,0,17664,Appeal2,1610330333,381336957,160924,1722638252,Appeal1,333 Magnolia Boulevard,Apt 888,Maple Ridge,Mobile,No Surveys,Do Not Email,Do Not Email,Opt-in,Opt-out,Event
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Ahmed,Dear,Kim,,802028,977227,629811,Appeal2,1615385728,473404310,26771,1719465582,Appeal2,1414 Sycamorewood Avenue,Apt 909,Vancouver,Home,Do Not Call,Do Not Email,Do Not Email,Opt-in,Opt-in,Magazine
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Juan,Darling,Ivanov,,0,572563,0,Appeal3,0,0,0,1731238122,Appeal2,202 Cedar Court,Apt 565,Kamloops,Work,,No Mass Communications,,Opt-in,Opt-out,Research update
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Hassan,Sweetheart,García,,750312,255906,64836,Appeal2,1587030585,1349445587,27931,1716658040,Appeal1,1212 Firwood Place,Apt 222,Coquitlam,Mobile,No Mass Communications,Do Not Email,,Opt-in,Opt-out,Inspiration event
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Carlos,,Ivanov,,70068,458950,9121,Appeal1,1735908007,8366794,44758,1732240102,Appeal2,555 Hickory Drive,Apt 909,Salmon Arm,Work,No Surveys,No Mass Communications,Do Not Email,Opt-out,Opt-out,Thank you
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Yuki,,López,,412739,0,101545,Appeal3,1615035099,1325256186,77423,1718842791,Appeal3,676 Elmwood Court,,North Vancouver,Work,No Mass Appeals,No Mass Communications,,Opt-in,Opt-out,Magazine
